id,Disctrict,AC,Block,Panchayat,,"""Village Name""",Habitation Name,Source Type,Source Type Category Location,Location,Type,Scheme Name
140,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,12,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,B,HandPump,PC MADHWAPUR(0006535370)
141,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,13,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,A,HandPump,PC MADHWAPUR(0006535370)
142,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,14,Village Name,MADHWAPUR,Deep tubewell,Ground Water,Madhw apur,PWS,Pw ss(0004954523)
143,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,15,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,N.P.S Kumhartol Birit,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
144,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,16,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,M.S Madhw apur Girls,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
145,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,17,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,M.S Madhw apur Boys,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
146,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,18,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,M.S Madhw apur,HandPump,SCHOOL T/W- MADHWAPUR(0006559490)
147,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,19,Village Name,MADHWAPUR,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002684807)
148,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,20,Village Name,MADHWAPUR,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980152)
149,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,21,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,Sone Lal Pasw an Ke Dukan Ke Pas,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006351784)
150,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,22,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,Mahendra Nayak,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006351784)
151,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,23,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,HAJAM CHOWK,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006682296)
152,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,24,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,RAM NIREJAN JANTA MAHA VIDYALAYA MADHWAPUR,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W MADHWAPUR(0006682296)
153,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,25,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,RAM BRICHHH MAHTO,HandPump,SUSTABABLE MADHWAPUR(0006499061)
154,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,26,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,SHATRUGHAN YADAV,HandPump,SUSTABABLE MADHWAPUR(0006499061)
155,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,27,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,RAM VRICHH PASWAN,HandPump,SUSTABABLE MADHWAPUR(0006499061)
156,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,28,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,R N. INTER COLLEGE,HandPump,SUSTABABLE MADHWAPUR(0006499061)
157,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,29,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,L0 NA UCHHYA VIDYALAYA,HandPump,SUSTABABLE MADHWAPUR(0006499061)
158,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,30,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,BAZAAR COMPLEX,HandPump,SUSTABABLE MADHWAPUR(0006499061)
159,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,31,Village Name,MADHWAPUR,Shallow tubewell,Ground Water,SARIF LAL SAHANI,HandPump,SUSTABABLE MADHWAPUR(0006499061)
160,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,32,Village Name,RAMPUR,Shallow tubewell,Ground Water,Jivnath Misra S/O Lat Mahanand Misra Ke Ghar Ke Pas,HandPump,MLA QOUTA- MADHWAPUR- 1(0006376823)
161,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,33,Village Name,RAMPUR,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC MADHWAPUR- 1(0005705390)
162,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,34,Village Name,RAMPUR,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC MADHWAPUR- 1(0005705390)
163,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,35,Village Name,RAMPUR,Shallow tubewell,Ground Water,P.S Rampura Girl,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
164,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,36,Village Name,RAMPUR,Shallow tubewell,Ground Water,P.Mak Rampur,HandPump,SCHOOL T/W- MADHWAPUR- 2(0006179995)
165,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,37,Village Name,RAMPUR,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980161)
166,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,38,Village Name,RAMPUR BRIT,Shallow tubewell,Ground Water,B,HandPump,NC/PC MADHWAPUR(0006539572)
167,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,39,Village Name,RAMPUR BRIT,Shallow tubewell,Ground Water,A,HandPump,NC/PC MADHWAPUR(0006539572)
168,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,40,Village Name,RAMPUR BRIT,Shallow tubewell,Ground Water,M.S Rampur Brit,HandPump,SCHOOL T/W- MADHWAPUR(0006179891)
169,Madhubani,Harlakhi,MADHWAPUR,MADHWAPUR,41,Village Name,RAMPUR BRIT,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001980151)
170,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,1,Village Name,BORHAR,Shallow tubewell,Ground Water,Aw c59,HandPump,Anganw ari Harlakhi Block(0005454584)
171,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,2,Village Name,BORHAR,Shallow tubewell,Ground Water,Aw c56,HandPump,Anganw ari Harlakhi Block(0005454584)
172,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,3,Village Name,BORHAR,Shallow tubewell,Ground Water,Aw c62,HandPump,Anganw ari Harlakhi Block(0005454584)
173,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,4,Village Name,BORHAR,Shallow tubewell,Ground Water,Aw c60,HandPump,Anganw ari Harlakhi Block(0005454584)
174,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,5,Village Name,BORHAR,Shallow tubewell,Ground Water,Ramsebak Thakur S/O Jagdev Thakur,HandPump,MLA QUOTA-HARLAKHI- 3(0005688287)
175,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,6,Village Name,BORHAR,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC HARLAKHI(0005699573)
176,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,7,Village Name,BORHAR,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC HARLAKHI(0005699573)
177,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,8,Village Name,BORHAR,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC HARLAKHI(0005699573)
178,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,9,Village Name,BORHAR,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC HARLAKHI(0005699573)
179,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,10,Village Name,BORHAR,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC HARLAKHI(0005699573)
180,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,11,Village Name,BORHAR,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC HARLAKHI(0005699573)
181,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,12,Village Name,BORHAR,Shallow tubewell,Ground Water,M.S.BAURHAR,HandPump,SCHOOL T/W-HARLAKHI- 1(0006193183)
182,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,13,Village Name,BORHAR,Shallow tubewell,Ground Water,P.S.BAURHAR GIRL,HandPump,SCHOOL T/W-HARLAKHI- 1(0006193183)
183,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,14,Village Name,BORHAR,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0001979717)
184,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,15,Village Name,BORHAR,Deep tubewell,Ground Water,M.S.BAURHAR,HandPump,Spot Source(0002717466)
185,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,16,Village Name,BORHAR,Deep tubewell,Ground Water,P.S.BAURHAR GIRL,HandPump,Spot Source(0002717467)
186,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,17,Village Name,BORHAR,Deep tubewell,Ground Water,P.S. BORHAR PASWAN TOL,HandPump,Spot Source(0002717468)
187,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,18,Village Name,BORHAR,Shallow tubewell,Ground Water,CHANDESHWAR PANDAY MAHAVIDYLAYA,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W HARLAKHAI(0006682729)
188,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,19,Village Name,JIRAUL,Shallow tubewell,Ground Water,Ganesh Sada Ke Ghar Ke Niket,HandPump,MLA QOUTA-HARLAKHI- 1(0006387490)
189,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,20,Village Name,JIRAUL,Shallow tubewell,Ground Water,Habib Rayan Ghar Ke Pas,HandPump,MLA QOUTA-HARLAKHI- 1(0006387490)
190,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,21,Village Name,JIRAUL,Shallow tubewell,Ground Water,Ramavtar Thakur S/O Jaynandan Thakur Ghar Ke Pas,HandPump,MLA QOUTA-HARLAKHI- 1(0006387490)
191,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,22,Village Name,JIRAUL,Shallow tubewell,Ground Water,Laxmi Sada S/O New ati Sadaghar Ke Pas,HandPump,MLA QOUTA-HARLAKHI- 1(0006387490)
192,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,23,Village Name,JIRAUL,Shallow tubewell,Ground Water,Moje Ray S/O Gulesh Ray Ghar Ke Pas,HandPump,MLA QOUTA-HARLAKHI- 1(0006387490)
193,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,24,Village Name,JIRAUL,Shallow tubewell,Ground Water,Ashok Kamat S/O Jugesw ar Kamat,HandPump,MLA QUOTA-HARLAKHI- 3(0005688287)
194,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,25,Village Name,JIRAUL,Shallow tubewell,Ground Water,Uday Thakur S/O Surendar Thakur,HandPump,MLA QUOTA-HARLAKHI- 3(0005688287)
195,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,26,Village Name,JIRAUL,Shallow tubewell,Ground Water,Ganesh Sda S/O Manchit Sda Mushari Tol,HandPump,MLA QUOTA-HARLAKHI- 3(0005688287)
196,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,27,Village Name,JIRAUL,Shallow tubewell,Ground Water,Shiv Lochan Yadav S/O Yogendar Yadav,HandPump,MLA QUOTA-HARLAKHI- 3(0005688287)
197,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,28,Village Name,JIRAUL,Shallow tubewell,Ground Water,Shyamdev Sah S/O Sr Ramsarovar Sah Ghar Ke Pas,HandPump,MLC QOUTA HARLAKHI(0006393775)
198,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,29,Village Name,JIRAUL,Shallow tubewell,Ground Water,P.S.JIRAUL GIRL,HandPump,SCHOOL T/W-HARLAKHI- 1(0006193183)
199,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,30,Village Name,JIRAUL,Shallow tubewell,Ground Water,P.S.JIRAUL,HandPump,SCHOOL T/W-HARLAKHI- 1(0006193183)
200,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,31,Village Name,JIRAUL,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0001979717)
201,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,32,Village Name,JIRAUL,Deep tubewell,Ground Water,P.S.JIRAUL,HandPump,Spot Source(0002717470)
202,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,33,Village Name,JIRAUL,Deep tubewell,Ground Water,P.S.JIRAUL GIRL,HandPump,Spot Source(0002717472)
203,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,34,Village Name,JIRAUL,Shallow tubewell,Ground Water,Madarsa,HandPump,SUHTAIPMABLE NEW IN PLACE OF OLD HARLAKHI(0005819891)
204,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,35,Village Name,JIRAUL,Shallow tubewell,Ground Water,Mahesh Yadav,HandPump,SUHTAIPMABLE NEW IN PLACE OF OLD HARLAKHI(0005819891)
205,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,36,Village Name,NAKTA TOL,Deep tubewell,Ground Water,Sadak Kinare,HandPump,Babubarhi Spot Source Scheme(0004739339)
206,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,37,Village Name,NAKTA TOL,Deep tubewell,Ground Water,Road Side Me,HandPump,Bilat Yadav(0000048790)
207,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,38,Village Name,NAKTA TOL,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC HARLAKHI(0005699573)
208,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,39,Village Name,NAKTA TOL,Shallow tubewell,Ground Water,P.S.JIRAUL NAKATA TOL,HandPump,SCHOOL T/W-HARLAKHI- 1(0006193183)
209,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,40,Village Name,NAKTA TOL,Deep tubewell,Ground Water,P.S.JIRAUL NAKATA TOL,HandPump,Spot Source(0002717475)
210,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,41,Village Name,NAKTA TOL,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0004044651)
211,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,42,Village Name,NAKTA TOL,Deep tubewell,Ground Water,Road Side Me,HandPump,Sunil Kumar Yadav(0000048781)
212,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,43,Village Name,NOBKA TOL,Deep tubewell,Ground Water,Road Side Me,HandPump,Dukhi Mahto(0000049030)
213,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,44,Village Name,NOBKA TOL,Deep tubewell,Ground Water,Road Side Me,HandPump,Hand Pump Scheme(0004690566)
214,Madhubani,Harlakhi,HARLAKHI,BORHAR JIROL,45,Village Name,NOBKA TOL,Deep tubewell,Ground Water,Sadak Kinare,HandPump,Shiv Shankar Yadav(0000049032)
215,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,1,Village Name,DEPURA,Shallow tubewell,Ground Water,Mangnu Ram S/O Laxmi Ram,HandPump,MLA QUOTA- BENIPATTI- 6(0005678665)
216,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,2,Village Name,DEPURA,Shallow tubewell,Ground Water,Dharmesh Jha S/O Rajendar Jha,HandPump,MLA QUOTA- BENIPATTI- 6(0005678665)
217,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,3,Village Name,DEPURA,Shallow tubewell,Ground Water,B,HandPump,NC/PC BENIPATTI(0006534357)
218,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,4,Village Name,DEPURA,Shallow tubewell,Ground Water,A,HandPump,NC/PC BENIPATTI(0006534357)
219,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,5,Village Name,DEPURA,Shallow tubewell,Ground Water,B,HandPump,NC/PC- BENIPATTI(0006538717)
220,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,6,Village Name,DEPURA,Shallow tubewell,Ground Water,A,HandPump,NC/PC- BENIPATTI(0006538717)
221,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,7,Village Name,DEPURA,Shallow tubewell,Ground Water,P.S Depura,HandPump,SCHOOL T/W- BENIPATTI- 3(0006255444)
222,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,8,Village Name,DEPURA,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001979183)
223,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,9,Village Name,DEPURA,Shallow tubewell,Ground Water,BABLU JHA DUKAN KE NIKET,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W BENIPATTI(0006682204)
224,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,10,Village Name,DEPURA,Shallow tubewell,Ground Water,Bakur Ram,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W BENIPATTI- 2(0006134620)
225,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,11,Village Name,DEPURA,Shallow tubewell,Ground Water,Yogi Mishra,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W BENIPATTI- 3(0006134747)
226,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,12,Village Name,LADAUT,Shallow tubewell,Ground Water,Parmod Mukhya S/O Fakir Mukhya,HandPump,MLA QOUTA- BENIPATTI- 2(0006281277)
227,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,13,Village Name,LADAUT,Shallow tubewell,Ground Water,Gopeshw ar Singh Ghar Ke Pas,HandPump,MLA QOUTA- BENIPATTI- 2(0006281277)
228,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,14,Village Name,LADAUT,Shallow tubewell,Ground Water,Brhamdev Sah S/O Ramchandra Sah Ghar Ke Pas,HandPump,MLA QOUTA- BENIPATTI- 2(0006281277)
229,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,15,Village Name,LADAUT,Shallow tubewell,Ground Water,Sunil Mukhya S/O Ramavtar Mukhya Ghar Ke Pas,HandPump,MLA QOUTA- BENIPATTI- 2(0006281277)
230,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,16,Village Name,LADAUT,Shallow tubewell,Ground Water,Laxmi Naryan Mandir Ke Niket,HandPump,MLA QUOTA- BENIPATTI- 6(0005678665)
231,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,17,Village Name,LADAUT,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002682793)
232,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,18,Village Name,LADAUT,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001979165)
233,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,19,Village Name,BHATNISHER,Deep tubewell,Ground Water,Nc/Pc Scheme For Benipatti Block,SPOT,Nc/Pc Scheme For Benipatti Block(0004563114)
234,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,20,Village Name,BHATNISHER,Deep tubewell,Ground Water,Sadak Kinare,HandPump,Spot Source(0004037714)
235,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,21,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,Ram Khary Singh Ghar Ke Pas,HandPump,MLA QOUTA- BENIPATTI- 2(0006281277)
236,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,22,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,Ranparbod Singh Ke Ghar Ke Niket,HandPump,MLA QUOTA- BENIPATTI- 6(0005678665)
237,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,23,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,Mithilesh Singh,HandPump,MLA QUOTA- BENIPATTI- 6(0005678665)
238,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,24,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC BASOPATTI- 2(0005695486)
239,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,25,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC BASOPATTI- 2(0005695486)
240,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,26,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,Sarvjanik Asthan Me,HandPump,NC/PC BASOPATTI- 2(0005695486)
241,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,27,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,Mandir Ke Pas,HandPump,NC/PC BASOPATTI- 2(0005695486)
242,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,28,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC BASOPATTI- 2(0005695486)
243,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,29,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,Sarvjanik Asthan Me,HandPump,NC/PC BENIPATTI- 2(0005696138)
244,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,30,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC BENIPATTI- 2(0005696138)
245,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,31,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,Mandir Ke Pas,HandPump,NC/PC BENIPATTI- 2(0005696138)
246,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,32,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,P.S. LADAUT,HandPump,NC/PC BENIPATTI- 2(0005696138)
247,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,33,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC BENIPATTI- 2(0005696138)
248,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,34,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,M.S.MAHMMADPUR,HandPump,SCHOOL T/W- BENIPATTI- 1(0006252770)
249,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,35,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,P.S. LADAUT,HandPump,SCHOOL T/W- BENIPATTI- 2(0006255139)
250,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,36,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,N.P.S Bariyari Ser,HandPump,SCHOOL T/W- BENIPATTI- 3(0006255444)
251,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,37,Village Name,MOHAMADPUR,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002682799)
252,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,38,Village Name,MOHAMADPUR,Deep tubewell,Ground Water,P.S. LADAUT,HandPump,SPOT SOURCES(0002721712)
253,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,39,Village Name,MOHAMADPUR,Deep tubewell,Ground Water,N.P.S. SC TOL DEPURA,HandPump,SPOT SOURCES(0002721713)
254,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,40,Village Name,MOHAMADPUR,Deep tubewell,Ground Water,M.S.MAHMMADPUR,HandPump,SPOT SOURCES(0002721714)
255,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,41,Village Name,MOHAMADPUR,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001979175)
256,Madhubani,Harlakhi,BENIPATTI,MOHAMADPUR,42,Village Name,MOHAMADPUR,Shallow tubewell,Ground Water,ALAM DUKAN KE PAS,HandPump,SUHTAIPNABLE NEW IN PLACE OF OLD T/W BENIPATTI(0006682204)
257,Madhubani,Harlakhi,BENIPATTI,SALHA,1,Village Name,ADHWARI,Shallow tubewell,Ground Water,Lalu Sah S/O Bhigi Sah Ghar Ke Pas,HandPump,MLA QOUTA- BENIPATTI- 2(0006281277)
258,Madhubani,Harlakhi,BENIPATTI,SALHA,2,Village Name,ADHWARI,Shallow tubewell,Ground Water,Muslim Tola Ghar Ke Niket,HandPump,MLA QUOTA- BENIPATTI- 6(0005678665)
259,Madhubani,Harlakhi,BENIPATTI,SALHA,3,Village Name,ADHWARI,Shallow tubewell,Ground Water,Barhamdev Das Ke Ghar Ke Niket,HandPump,MLA QUOTA- BENIPATTI- 6(0005678665)
260,Madhubani,Harlakhi,BENIPATTI,SALHA,4,Village Name,ADHWARI,Shallow tubewell,Ground Water,Sadak Kinare,HandPump,NC/PC BASOPATTI- 2(0005695486)
261,Madhubani,Harlakhi,BENIPATTI,SALHA,5,Village Name,ADHWARI,Shallow tubewell,Ground Water,Road Side Me,HandPump,NC/PC BASOPATTI- 2(0005695486)
262,Madhubani,Harlakhi,BENIPATTI,SALHA,6,Village Name,ADHWARI,Shallow tubewell,Ground Water,School Ke Pas,HandPump,NC/PC BASOPATTI- 2(0005695486)
263,Madhubani,Harlakhi,BENIPATTI,SALHA,7,Village Name,ADHWARI,Shallow tubewell,Ground Water,Sarvjanik Asthan Ke Pas,HandPump,NC/PC BENIPATTI- 2(0005696138)
264,Madhubani,Harlakhi,BENIPATTI,SALHA,8,Village Name,ADHWARI,Shallow tubewell,Ground Water,Mandir Ke Pas,HandPump,NC/PC BENIPATTI- 2(0005696138)
265,Madhubani,Harlakhi,BENIPATTI,SALHA,9,Village Name,ADHWARI,Shallow tubewell,Ground Water,School Ke Pas,HandPump,NC/PC BENIPATTI- 2(0005696138)
266,Madhubani,Harlakhi,BENIPATTI,SALHA,10,Village Name,ADHWARI,Shallow tubewell,Ground Water,U.P.S.ADHAWARI,HandPump,SCHOOL T/W- BENIPATTI- 2(0006255139)
267,Madhubani,Harlakhi,BENIPATTI,SALHA,11,Village Name,ADHWARI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Source(0002682819)
268,Madhubani,Harlakhi,BENIPATTI,SALHA,12,Village Name,ADHWARI,Deep tubewell,Ground Water,U.P.S.ADHAWARI,HandPump,SPOT SOURCES(0002721756)
269,Madhubani,Harlakhi,BENIPATTI,SALHA,13,Village Name,ADHWARI,Deep tubewell,Ground Water,Non Mandatory,HandPump,Spot Sourse(0001979200)
270,Madhubani,Harlakhi,BENIPATTI,SALHA,14,Village Name,BRATPUR,Deep tubewell,Ground Water,Chauraha Par,HandPump,HP Scheme(0004690544)
271,Madhubani,Harlakhi,BENIPATTI,SALHA,15,Village Name,BRATPUR,Shallow tubewell,Ground Water,Dev Naryan Mandal Ghar Ke Pas,HandPump,MLA QOUTA- BENIPATTI- 2(0006281277)
272,Madhubani,Harlakhi,BENIPATTI,SALHA,16,Village Name,BRATPUR,Shallow tubewell,Ground Water,Narayan Sah Ke Ghar Ke Niket,HandPump,MLA QUOTA- BENIPATTI- 6(0005678665)
273,Madhubani,Harlakhi,BENIPATTI,SALHA,17,Village Name,BRATPUR,Deep tubewell,Ground Water,Sadak Kinare,HandPump,Ram Sevak Pasw an(0000045996)
274,Madhubani,Harlakhi,BENIPATTI,SALHA,18,Village Name,BRATPUR,Shallow tubewell,Ground Water,Chw ak Ke Pas,HandPump,Spot Source-BENIPATTI(0005272039)
